round_epochs,loss,tp,fp,tn,fn,categorical_accuracy,precision,recall,auc,val_loss,val_tp,val_fp,val_tn,val_fn,val_categorical_accuracy,val_precision,val_recall,val_auc,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,kernel_initializer,last_activation,lr,optimizer,regularizer
100,1.2897204160690308,1760.0,1051.0,58764.0,10203.0,0.480899453163147,0.6261116862297058,0.14712028205394745,0.8283328413963318,1.7920641899108887,653.0,1505.0,24130.0,4474.0,0.2949092984199524,0.30259498953819275,0.12736493349075317,0.711173951625824,relu,256,0.4,100,16,1,RandomNormal,softmax,0.001,adam,None
100,1.4074445962905884,483.0,442.0,59373.0,11480.0,0.4343392252922058,0.522162139415741,0.04037448763847351,0.7828741669654846,1.675997257232666,0.0,0.0,25635.0,5127.0,0.2264482080936432,0.0,0.0,0.7028902173042297,softmax,64,0.4,100,16,1,GlorotUniform,softmax,0.001,nadam,l1
100,1.3645164966583252,654.0,466.0,59349.0,11309.0,0.43927109241485596,0.5839285850524902,0.05466856062412262,0.8015710711479187,1.341341495513916,383.0,72.0,25563.0,4744.0,0.4488004744052887,0.8417582511901855,0.07470255345106125,0.8104135990142822,sigmoid,128,0.6,100,64,1,RandomNormal,softmax,0.001,adam,l2
100,1.485447645187378,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7339251041412354,1.5097627639770508,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,relu,128,0.2,100,16,5,GlorotNormal,softmax,0.05,adam,l2
100,1.4076331853866577,222.0,275.0,59540.0,11741.0,0.3958873152732849,0.44668006896972656,0.018557218834757805,0.782492995262146,1.7905137538909912,0.0,0.0,25635.0,5127.0,0.22820362448692322,0.0,0.0,0.6733434796333313,relu,16,0.6,100,128,1,RandomNormal,softmax,0.01,adam,None
100,1.4867119789123535,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7325506806373596,1.510132908821106,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,softmax,128,0.6,100,16,5,GlorotNormal,softmax,0.05,adam,l1
100,1.1540602445602417,1990.0,506.0,59309.0,9973.0,0.5371562242507935,0.7972756624221802,0.1663462370634079,0.8640999794006348,1.4241783618927002,645.0,380.0,25255.0,4482.0,0.4632338583469391,0.6292682886123657,0.12580455839633942,0.8053908944129944,sigmoid,256,0,100,64,3,GlorotUniform,softmax,0.05,adam,l1
100,1.4852553606033325,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7326256036758423,1.5101348161697388,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,relu,16,0.2,100,64,5,GlorotNormal,softmax,0.01,nadam,l1_l2
100,1.1130300760269165,4471.0,1936.0,57879.0,7492.0,0.5627350807189941,0.6978304982185364,0.3737356960773468,0.875626802444458,2.4120936393737793,1190.0,2720.0,22915.0,3937.0,0.28730252385139465,0.30434781312942505,0.23210453987121582,0.7002757787704468,relu,256,0.4,100,64,1,GlorotUniform,softmax,0.01,nadam,None
100,1.4858012199401855,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7311697602272034,1.5102983713150024,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,softmax,16,0.2,100,128,5,GlorotNormal,softmax,0.001,nadam,l1_l2
100,1.4857943058013916,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7334651947021484,1.5099012851715088,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,softmax,128,0.6,100,128,1,GlorotNormal,softmax,0.001,adam,l1_l2
